Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100683,Wrong Parking,1882,Delhi,11/14/2024,14:13,Car,Green,2019,Tamil Nadu,35,Male,Four-Wheeler,9,Clear,Slippery,OFF1142,Highway Patrol,Suspended,2,No,N/A,Green,50,74,0.19,Not Conducted,No,No,Cash,Yes,3,
VLT100684,Overloading,1023,Punjab,11/15/2024,7:57,Truck,Yellow,2014,Punjab,32,Other,Heavy Vehicle,6,Rainy,Under Construction,OFF1576,Traffic Police,Valid,2,N/A,N/A,Red,50,44,0.19,Not Conducted,Yes,Yes,Online,No,5,Repeat Offender
VLT100685,Using Mobile Phone,3690,Karnataka,11/16/2024,8:45,Truck,Blue,2008,West Bengal,39,Male,Four-Wheeler,2,Foggy,Slippery,OFF6791,Highway Patrol,Suspended,5,Yes,N/A,Red,60,23,0.21,Negative,No,Yes,Not Paid,No,0,
VLT100686,Drunk Driving,4111,Uttar Pradesh,11/17/2024,3:37,Truck,Silver,2020,Punjab,51,Female,Heavy Vehicle,2,Foggy,Slippery,OFF9265,Traffic Police,Suspended,5,No,N/A,Red,50,99,0.1,Negative,No,No,Not Paid,No,1,Fine Paid On Spot
VLT100687,Signal Jumping,3218,Maharashtra,11/18/2024,6:50,Bike,Yellow,2001,West Bengal,44,Female,Four-Wheeler,0,Dust Storm,Dry,OFF9996,RTO,Expired,4,Yes,Yes,Red,50,105,0.01,Negative,No,Yes,Card,No,5,Repeat Offender
VLT100688,Using Mobile Phone,3865,Gujarat,11/19/2024,19:33,Scooter,Grey,2019,Delhi,20,Other,Four-Wheeler,1,Foggy,Slippery,OFF4273,Local Police,Valid,2,N/A,Yes,Red,60,59,0.48,Positive,No,No,Cash,Yes,3,First Violation
VLT100689,Wrong Parking,3790,Maharashtra,11/20/2024,9:39,Truck,Blue,2003,Tamil Nadu,21,Male,Heavy Vehicle,8,Clear,Under Construction,OFF7894,Highway Patrol,Expired,1,Yes,Yes,Yellow,60,67,0.42,Negative,Yes,Yes,Online,No,4,First Violation
VLT100690,Drunk Driving,2373,Delhi,11/21/2024,3:53,Bus,Black,2014,Gujarat,30,Other,Two-Wheeler,8,Rainy,Wet,OFF6805,Local Police,Valid,5,N/A,No,Red,50,71,0.45,Not Conducted,Yes,Yes,Not Paid,No,0,
VLT100691,Wrong Parking,3845,Maharashtra,11/22/2024,23:30,Car,Blue,1996,Punjab,40,Other,Heavy Vehicle,4,Foggy,Under Construction,OFF6140,Highway Patrol,Expired,4,No,No,Yellow,30,36,0.48,Negative,No,Yes,Card,No,5,First Violation
VLT100692,Overloading,1495,West Bengal,11/23/2024,17:34,Bike,Green,2020,Tamil Nadu,42,Other,Heavy Vehicle,4,Clear,Under Construction,OFF2888,Highway Patrol,Valid,5,Yes,N/A,Red,60,29,0.44,Not Conducted,Yes,Yes,Card,No,2,Repeat Offender
VLT100693,No Helmet,3194,Gujarat,11/24/2024,10:28,Truck,Yellow,2001,Gujarat,42,Female,Heavy Vehicle,7,Rainy,Slippery,OFF4230,Local Police,Expired,4,Yes,N/A,Yellow,40,100,0.12,Not Conducted,Yes,Yes,Not Paid,No,5,Fine Paid On Spot
VLT100694,Overloading,4524,Maharashtra,11/25/2024,0:39,Scooter,Grey,2017,Uttar Pradesh,46,Other,Heavy Vehicle,3,Clear,Wet,OFF3985,Highway Patrol,Suspended,4,Yes,No,Green,30,31,0.37,Negative,No,Yes,Online,Yes,4,Repeat Offender
VLT100695,Signal Jumping,345,West Bengal,11/26/2024,1:07,Truck,Blue,2008,Tamil Nadu,72,Other,Four-Wheeler,1,Foggy,Dry,OFF8469,RTO,Suspended,4,No,No,Yellow,100,39,0.3,Positive,No,Yes,Card,No,1,Repeat Offender
VLT100696,No Helmet,4396,Karnataka,11/27/2024,22:00,Scooter,Green,1999,Gujarat,44,Female,Two-Wheeler,2,Rainy,Slippery,OFF4975,Traffic Police,Suspended,4,N/A,Yes,Red,100,23,0.13,Positive,Yes,No,Card,No,3,
VLT100697,No Seatbelt,1253,Punjab,11/28/2024,14:38,Bike,Red,2004,Uttar Pradesh,73,Other,Two-Wheeler,2,Dust Storm,Under Construction,OFF9134,RTO,Suspended,5,No,Yes,Red,100,93,0.24,Not Conducted,Yes,No,Online,No,3,Fine Paid On Spot
VLT100698,Using Mobile Phone,1396,Punjab,11/29/2024,13:36,Truck,Green,2003,West Bengal,53,Other,Learner,6,Cloudy,Potholes,OFF1134,Traffic Police,Valid,1,Yes,Yes,Red,40,68,0.25,Positive,Yes,Yes,Cash,No,0,
VLT100699,Driving Without License,906,Delhi,11/30/2024,12:00,Bus,Yellow,2011,West Bengal,35,Other,Heavy Vehicle,6,Rainy,Wet,OFF8449,Highway Patrol,Suspended,1,No,N/A,Green,40,94,0.01,Negative,No,Yes,Card,Yes,1,
VLT100700,No Seatbelt,1753,Uttar Pradesh,12/1/2024,6:15,Bus,Silver,2017,Tamil Nadu,27,Female,Two-Wheeler,7,Foggy,Dry,OFF9968,RTO,Valid,3,N/A,No,Red,30,20,0.38,Not Conducted,No,No,Card,No,3,Fine Paid On Spot
VLT100701,No Helmet,4601,Maharashtra,12/2/2024,8:40,Scooter,White,2001,Karnataka,58,Other,Four-Wheeler,6,Clear,Under Construction,OFF6299,Traffic Police,Suspended,3,Yes,No,Red,100,50,0.33,Not Conducted,No,No,Cash,Yes,2,First Violation
VLT100702,Wrong Parking,4123,Tamil Nadu,12/3/2024,15:16,Bus,Grey,1996,Gujarat,51,Male,Learner,4,Clear,Under Construction,OFF9042,RTO,Valid,2,N/A,Yes,Red,40,68,0.26,Positive,Yes,No,Online,Yes,4,First Violation
VLT100703,Overloading,1977,Punjab,12/4/2024,13:28,Truck,Green,2018,Punjab,26,Female,Commercial,9,Dust Storm,Dry,OFF8521,Traffic Police,Expired,1,No,Yes,Green,80,53,0.05,Not Conducted,Yes,No,Cash,Yes,5,Fine Paid On Spot
VLT100704,No Helmet,3824,Karnataka,12/5/2024,9:39,Scooter,Red,2009,Delhi,65,Other,Four-Wheeler,1,Cloudy,Under Construction,OFF7457,RTO,Expired,2,No,No,Yellow,80,88,0.09,Negative,No,No,Card,Yes,2,Fine Paid On Spot
VLT100705,Wrong Parking,4297,Punjab,12/6/2024,13:24,Bus,Blue,2001,Uttar Pradesh,72,Female,Commercial,10,Cloudy,Slippery,OFF5890,Highway Patrol,Valid,3,Yes,Yes,Green,80,63,0.37,Not Conducted,No,Yes,Cash,No,0,First Violation
VLT100706,Using Mobile Phone,1646,Gujarat,12/7/2024,9:48,Bike,Blue,2017,West Bengal,58,Female,Learner,3,Rainy,Dry,OFF1667,RTO,Suspended,5,Yes,No,Yellow,30,31,0.1,Negative,No,No,Card,No,1,
VLT100707,No Seatbelt,1546,Tamil Nadu,12/8/2024,0:29,Bus,Silver,2023,Karnataka,62,Female,Commercial,3,Dust Storm,Slippery,OFF2900,Traffic Police,Valid,2,No,No,Green,80,77,0.4,Not Conducted,No,No,Card,No,1,
VLT100708,No Helmet,2265,West Bengal,12/9/2024,10:43,Auto Rickshaw,Grey,2018,West Bengal,60,Male,Learner,9,Foggy,Potholes,OFF8982,Traffic Police,Suspended,5,Yes,Yes,Green,60,117,0.3,Not Conducted,No,No,Not Paid,Yes,4,Repeat Offender
VLT100709,Drunk Driving,2792,Delhi,12/10/2024,23:41,Truck,Yellow,2020,Punjab,41,Other,Heavy Vehicle,6,Dust Storm,Under Construction,OFF8655,Local Police,Expired,4,N/A,No,Green,50,100,0.35,Negative,Yes,No,Online,Yes,1,Fine Paid On Spot
VLT100710,No Seatbelt,4323,Uttar Pradesh,12/11/2024,2:44,Auto Rickshaw,Green,2011,Punjab,75,Other,Commercial,9,Foggy,Potholes,OFF3406,Traffic Police,Expired,5,N/A,Yes,Red,50,82,0.4,Not Conducted,No,Yes,Cash,No,4,Fine Paid On Spot
VLT100711,Wrong Parking,3075,Delhi,12/12/2024,4:32,Bus,Black,2002,Punjab,69,Male,Commercial,1,Clear,Wet,OFF1211,Traffic Police,Valid,1,N/A,Yes,Green,30,86,0.22,Negative,Yes,Yes,Card,Yes,2,Fine Paid On Spot
VLT100712,Driving Without License,4450,Karnataka,12/13/2024,21:41,Bike,Grey,2017,Punjab,48,Other,Four-Wheeler,1,Rainy,Potholes,OFF2453,RTO,Expired,3,Yes,No,Yellow,50,105,0.02,Not Conducted,No,No,Card,No,2,
VLT100713,Signal Jumping,4494,Tamil Nadu,12/14/2024,16:38,Bus,Red,2005,Punjab,42,Male,Two-Wheeler,2,Cloudy,Potholes,OFF6245,Local Police,Suspended,2,No,No,Yellow,40,83,0,Negative,Yes,Yes,Cash,No,5,Fine Paid On Spot
VLT100714,Signal Jumping,1374,Uttar Pradesh,12/15/2024,21:05,Car,Red,1999,Maharashtra,70,Female,Two-Wheeler,0,Dust Storm,Under Construction,OFF5083,Highway Patrol,Suspended,2,No,N/A,Green,60,115,0.23,Negative,No,No,Online,Yes,2,Fine Paid On Spot
VLT100715,Using Mobile Phone,3945,Punjab,12/16/2024,2:40,Bike,Silver,2017,Punjab,53,Female,Heavy Vehicle,2,Rainy,Under Construction,OFF1057,RTO,Valid,3,N/A,Yes,Red,80,81,0.36,Positive,Yes,No,Not Paid,No,4,Repeat Offender
VLT100716,Over-speeding,1951,Punjab,12/17/2024,15:06,Bike,Silver,2014,Uttar Pradesh,72,Female,Heavy Vehicle,6,Cloudy,Under Construction,OFF9794,RTO,Suspended,2,N/A,No,Green,80,39,0.08,Positive,No,No,Not Paid,No,2,
VLT100717,Overloading,4754,West Bengal,12/18/2024,4:25,Truck,Yellow,1999,West Bengal,46,Other,Learner,4,Rainy,Slippery,OFF4189,RTO,Valid,3,No,No,Yellow,80,106,0.38,Not Conducted,No,No,Online,No,2,Fine Paid On Spot
VLT100718,No Seatbelt,4022,Delhi,12/19/2024,2:10,Truck,Grey,2023,West Bengal,49,Female,Four-Wheeler,3,Cloudy,Slippery,OFF3203,RTO,Valid,1,N/A,N/A,Green,50,36,0.23,Negative,Yes,Yes,Online,Yes,2,
VLT100719,Driving Without License,961,Uttar Pradesh,12/20/2024,9:11,Bus,Red,1998,West Bengal,30,Female,Four-Wheeler,2,Foggy,Potholes,OFF7224,Highway Patrol,Expired,2,No,Yes,Red,60,116,0.06,Positive,Yes,Yes,Not Paid,No,5,
VLT100720,Signal Jumping,2836,Maharashtra,12/21/2024,5:17,Bus,White,2008,West Bengal,22,Male,Two-Wheeler,6,Clear,Wet,OFF1582,Traffic Police,Expired,3,Yes,Yes,Yellow,50,55,0.42,Positive,No,No,Cash,No,5,Repeat Offender
VLT100721,Driving Without License,342,Delhi,12/22/2024,14:26,Auto Rickshaw,Green,1999,Karnataka,65,Other,Heavy Vehicle,5,Dust Storm,Dry,OFF9245,RTO,Valid,1,Yes,No,Red,60,102,0.41,Not Conducted,No,Yes,Cash,No,4,Repeat Offender
VLT100722,Over-speeding,941,West Bengal,12/23/2024,14:40,Car,Silver,2010,Maharashtra,25,Female,Learner,5,Cloudy,Under Construction,OFF6840,RTO,Expired,1,Yes,Yes,Red,40,81,0.08,Negative,No,No,Online,No,0,
VLT100723,Drunk Driving,1401,Karnataka,12/24/2024,19:08,Auto Rickshaw,Red,2016,West Bengal,42,Female,Heavy Vehicle,2,Clear,Under Construction,OFF1080,Traffic Police,Suspended,4,N/A,No,Red,40,49,0.34,Negative,Yes,Yes,Cash,No,1,Fine Paid On Spot
VLT100724,Using Mobile Phone,3622,Maharashtra,12/25/2024,12:15,Bus,Red,2015,Tamil Nadu,26,Other,Two-Wheeler,3,Foggy,Dry,OFF4125,Traffic Police,Expired,1,N/A,Yes,Green,100,76,0.17,Not Conducted,No,Yes,Not Paid,Yes,3,Fine Paid On Spot
VLT100725,No Seatbelt,4823,Tamil Nadu,12/26/2024,16:21,Bike,Grey,2004,Maharashtra,42,Female,Commercial,3,Clear,Under Construction,OFF4104,Traffic Police,Expired,3,N/A,N/A,Green,60,20,0.44,Positive,No,No,Online,No,3,
VLT100726,Wrong Parking,3343,Gujarat,12/27/2024,6:14,Bus,Red,1996,Tamil Nadu,26,Female,Heavy Vehicle,10,Clear,Under Construction,OFF6683,Local Police,Expired,2,Yes,No,Green,100,39,0.35,Negative,No,No,Not Paid,Yes,4,
VLT100727,Using Mobile Phone,4895,Maharashtra,12/28/2024,9:58,Bike,Yellow,1999,Gujarat,26,Female,Two-Wheeler,6,Foggy,Dry,OFF1148,Local Police,Valid,4,No,No,Green,60,92,0.41,Positive,No,No,Cash,Yes,5,Fine Paid On Spot
VLT100728,Using Mobile Phone,3114,Gujarat,12/29/2024,18:33,Truck,White,2014,Tamil Nadu,46,Male,Heavy Vehicle,6,Dust Storm,Dry,OFF7686,Traffic Police,Valid,2,Yes,Yes,Green,60,56,0.14,Negative,Yes,Yes,Not Paid,No,2,Repeat Offender
VLT100729,No Seatbelt,2877,West Bengal,12/30/2024,3:30,Auto Rickshaw,White,2012,Gujarat,58,Female,Commercial,3,Foggy,Under Construction,OFF3162,Traffic Police,Valid,2,No,No,Red,30,35,0.01,Negative,Yes,Yes,Card,Yes,5,
VLT100730,No Helmet,2806,West Bengal,12/31/2024,5:35,Scooter,Green,2018,Maharashtra,74,Male,Learner,2,Dust Storm,Wet,OFF3395,Local Police,Expired,2,Yes,N/A,Red,30,99,0.37,Not Conducted,Yes,No,Cash,No,1,First Violation
VLT100731,No Seatbelt,891,Maharashtra,1/1/2025,5:59,Bike,White,2011,Gujarat,57,Male,Two-Wheeler,0,Cloudy,Under Construction,OFF7788,Traffic Police,Valid,1,No,N/A,Green,60,47,0.06,Negative,No,Yes,Card,Yes,2,First Violation
VLT100732,Drunk Driving,1909,Punjab,1/2/2025,18:03,Scooter,Blue,2008,Punjab,63,Male,Learner,10,Rainy,Potholes,OFF7322,RTO,Valid,5,No,No,Green,40,64,0.24,Positive,No,Yes,Card,Yes,1,
VLT100733,Driving Without License,561,Maharashtra,1/3/2025,4:27,Auto Rickshaw,White,2015,Maharashtra,24,Female,Heavy Vehicle,6,Dust Storm,Wet,OFF9172,Highway Patrol,Valid,5,Yes,N/A,Red,40,44,0.21,Not Conducted,Yes,Yes,Online,No,1,First Violation
VLT100734,No Seatbelt,221,Maharashtra,1/4/2025,23:17,Truck,Blue,1998,Delhi,19,Other,Two-Wheeler,6,Dust Storm,Potholes,OFF5782,RTO,Suspended,1,N/A,No,Yellow,80,99,0.35,Positive,Yes,No,Not Paid,Yes,0,Fine Paid On Spot
VLT100735,Signal Jumping,2767,Punjab,1/5/2025,19:12,Auto Rickshaw,Red,2009,Gujarat,64,Female,Commercial,5,Cloudy,Dry,OFF4329,RTO,Valid,4,N/A,N/A,Green,100,40,0.43,Positive,Yes,No,Online,Yes,2,Fine Paid On Spot
VLT100736,Wrong Parking,987,Punjab,1/6/2025,1:46,Car,Blue,2010,Delhi,48,Female,Two-Wheeler,3,Rainy,Wet,OFF5499,Highway Patrol,Valid,1,N/A,No,Yellow,60,51,0.35,Positive,No,No,Cash,No,2,First Violation
VLT100737,Over-speeding,1179,Delhi,1/7/2025,13:40,Bike,Yellow,2011,Tamil Nadu,25,Other,Two-Wheeler,0,Rainy,Slippery,OFF9112,RTO,Expired,4,Yes,No,Yellow,40,83,0,Positive,Yes,No,Not Paid,No,0,Fine Paid On Spot
VLT100738,Overloading,2999,Maharashtra,1/8/2025,15:32,Auto Rickshaw,Green,1998,Delhi,18,Female,Two-Wheeler,6,Rainy,Under Construction,OFF5109,Traffic Police,Valid,4,Yes,N/A,Yellow,50,102,0.36,Positive,No,No,Not Paid,No,5,Fine Paid On Spot
VLT100739,Overloading,4729,Tamil Nadu,1/9/2025,17:33,Scooter,Black,2019,Tamil Nadu,30,Male,Four-Wheeler,3,Cloudy,Potholes,OFF1594,Traffic Police,Suspended,5,N/A,Yes,Green,40,62,0.06,Positive,No,No,Not Paid,No,1,Fine Paid On Spot
VLT100740,Over-speeding,4198,Tamil Nadu,1/10/2025,16:23,Scooter,Grey,2007,West Bengal,22,Other,Four-Wheeler,0,Clear,Dry,OFF3389,Traffic Police,Valid,3,Yes,N/A,Red,50,26,0.06,Not Conducted,Yes,No,Card,No,3,Repeat Offender
VLT100741,No Helmet,263,Punjab,1/11/2025,16:30,Bike,Black,1995,Maharashtra,42,Female,Commercial,9,Rainy,Under Construction,OFF4546,Highway Patrol,Valid,3,No,N/A,Green,40,110,0.15,Not Conducted,Yes,No,Card,Yes,1,
VLT100742,Wrong Parking,1825,Gujarat,1/12/2025,7:53,Car,Silver,2017,West Bengal,52,Other,Commercial,10,Cloudy,Slippery,OFF8471,Highway Patrol,Valid,3,Yes,Yes,Red,40,46,0.34,Positive,Yes,No,Online,Yes,0,First Violation
VLT100743,Signal Jumping,4051,Maharashtra,1/13/2025,23:37,Car,Red,2021,Uttar Pradesh,40,Male,Learner,0,Clear,Slippery,OFF9359,Local Police,Valid,3,N/A,Yes,Green,30,61,0.16,Not Conducted,Yes,Yes,Not Paid,No,3,First Violation
VLT100744,Driving Without License,3192,Tamil Nadu,1/14/2025,1:23,Auto Rickshaw,Red,1995,Punjab,55,Male,Commercial,8,Dust Storm,Dry,OFF5627,Local Police,Suspended,5,N/A,N/A,Yellow,100,45,0.29,Not Conducted,Yes,No,Card,No,1,First Violation
VLT100745,Using Mobile Phone,3851,Karnataka,1/15/2025,15:14,Bus,Grey,2017,Karnataka,56,Male,Heavy Vehicle,10,Cloudy,Slippery,OFF2268,Local Police,Expired,5,N/A,No,Red,50,53,0.1,Positive,Yes,Yes,Card,Yes,2,
VLT100746,No Seatbelt,3528,Delhi,1/16/2025,20:11,Bus,Grey,2004,Uttar Pradesh,60,Male,Four-Wheeler,4,Clear,Wet,OFF6869,Highway Patrol,Suspended,3,Yes,No,Green,40,48,0.45,Not Conducted,Yes,No,Cash,No,2,
VLT100747,Overloading,4158,West Bengal,1/17/2025,16:40,Truck,Red,2008,Tamil Nadu,48,Other,Heavy Vehicle,5,Dust Storm,Slippery,OFF6683,Local Police,Expired,1,Yes,Yes,Green,30,42,0.39,Not Conducted,No,No,Online,Yes,0,First Violation
VLT100748,Over-speeding,1486,Uttar Pradesh,1/18/2025,3:57,Car,Yellow,1998,Delhi,72,Other,Four-Wheeler,10,Dust Storm,Dry,OFF3136,Local Police,Suspended,2,No,Yes,Green,40,120,0.15,Positive,Yes,Yes,Not Paid,Yes,3,First Violation
VLT100749,Wrong Parking,2215,Tamil Nadu,1/19/2025,18:49,Car,Yellow,2015,West Bengal,35,Male,Learner,7,Dust Storm,Wet,OFF6751,Traffic Police,Suspended,1,N/A,Yes,Red,80,85,0.27,Negative,No,Yes,Cash,Yes,4,First Violation
VLT100750,Overloading,2325,West Bengal,1/20/2025,22:02,Car,Silver,2004,Maharashtra,63,Male,Heavy Vehicle,8,Cloudy,Wet,OFF6641,RTO,Valid,2,Yes,No,Green,100,102,0.27,Positive,No,No,Online,No,1,Fine Paid On Spot
VLT100751,Drunk Driving,1442,Karnataka,1/21/2025,0:08,Bike,Black,2014,West Bengal,35,Male,Commercial,8,Rainy,Slippery,OFF8554,Highway Patrol,Expired,4,N/A,N/A,Green,40,71,0.34,Not Conducted,Yes,No,Online,No,2,Fine Paid On Spot
VLT100752,Wrong Parking,4497,Uttar Pradesh,1/22/2025,18:16,Truck,Silver,1998,West Bengal,18,Male,Four-Wheeler,5,Dust Storm,Wet,OFF1469,Local Police,Expired,1,N/A,Yes,Yellow,50,37,0.46,Not Conducted,No,Yes,Not Paid,No,2,
VLT100753,Driving Without License,4436,Tamil Nadu,1/23/2025,17:54,Car,Red,2017,West Bengal,18,Female,Four-Wheeler,2,Rainy,Wet,OFF2971,RTO,Valid,5,No,N/A,Yellow,100,52,0.11,Positive,No,No,Not Paid,Yes,4,Repeat Offender
VLT100754,Driving Without License,485,Delhi,1/24/2025,11:06,Bus,Grey,2006,Gujarat,25,Female,Two-Wheeler,5,Dust Storm,Dry,OFF6273,Local Police,Valid,4,Yes,Yes,Yellow,50,32,0.13,Not Conducted,No,No,Not Paid,Yes,0,Repeat Offender
VLT100755,Wrong Parking,3076,West Bengal,1/25/2025,18:40,Bike,Black,2023,Delhi,38,Male,Four-Wheeler,6,Cloudy,Potholes,OFF4825,Highway Patrol,Suspended,4,No,No,Green,50,48,0.07,Negative,Yes,Yes,Online,Yes,4,
VLT100756,Using Mobile Phone,1924,Punjab,1/26/2025,2:39,Bus,Grey,1996,West Bengal,37,Female,Learner,3,Dust Storm,Under Construction,OFF7895,Local Police,Suspended,4,No,N/A,Green,50,61,0.21,Positive,Yes,Yes,Not Paid,No,2,First Violation
VLT100757,Wrong Parking,427,Delhi,1/27/2025,10:38,Truck,Yellow,2018,Uttar Pradesh,34,Other,Two-Wheeler,4,Dust Storm,Slippery,OFF3107,Highway Patrol,Expired,4,N/A,N/A,Red,60,99,0.27,Not Conducted,No,No,Cash,No,2,Fine Paid On Spot
VLT100758,Drunk Driving,3152,Maharashtra,1/28/2025,21:13,Car,Silver,2008,Karnataka,26,Female,Two-Wheeler,9,Clear,Potholes,OFF5246,Traffic Police,Valid,1,Yes,No,Yellow,30,66,0.39,Positive,No,No,Online,Yes,5,
VLT100759,Over-speeding,1002,West Bengal,1/29/2025,22:08,Bus,Silver,2010,Uttar Pradesh,44,Female,Heavy Vehicle,6,Cloudy,Slippery,OFF5052,Local Police,Valid,4,No,N/A,Yellow,60,93,0.01,Positive,Yes,No,Not Paid,Yes,4,Repeat Offender
VLT100760,Drunk Driving,1287,Uttar Pradesh,1/30/2025,7:27,Bus,Yellow,2005,West Bengal,52,Female,Two-Wheeler,0,Foggy,Slippery,OFF8418,Traffic Police,Expired,1,N/A,N/A,Yellow,100,30,0.49,Positive,Yes,No,Online,Yes,1,
VLT100761,Over-speeding,4303,Uttar Pradesh,1/31/2025,12:09,Bike,Green,2018,Uttar Pradesh,74,Other,Heavy Vehicle,2,Foggy,Dry,OFF6449,RTO,Valid,5,Yes,N/A,Green,80,50,0.33,Not Conducted,Yes,No,Cash,Yes,0,Fine Paid On Spot
VLT100762,Over-speeding,3772,Delhi,2/1/2025,16:46,Bike,Green,2007,West Bengal,64,Male,Heavy Vehicle,10,Foggy,Potholes,OFF9172,Highway Patrol,Suspended,2,No,No,Yellow,50,43,0.24,Negative,Yes,Yes,Card,No,3,
VLT100763,Over-speeding,565,Gujarat,2/2/2025,0:59,Truck,White,2005,Uttar Pradesh,44,Female,Heavy Vehicle,3,Dust Storm,Dry,OFF5324,Highway Patrol,Suspended,4,N/A,No,Yellow,100,66,0.14,Not Conducted,No,No,Cash,No,5,Repeat Offender
VLT100764,No Seatbelt,989,Uttar Pradesh,2/3/2025,16:34,Scooter,Silver,1995,Karnataka,39,Female,Two-Wheeler,5,Foggy,Slippery,OFF3507,Highway Patrol,Expired,4,N/A,N/A,Red,100,74,0.23,Negative,Yes,No,Online,No,5,Repeat Offender
VLT100765,Signal Jumping,324,Uttar Pradesh,2/4/2025,20:40,Truck,Silver,2004,Tamil Nadu,68,Male,Four-Wheeler,9,Clear,Wet,OFF6165,RTO,Expired,1,Yes,No,Green,60,36,0.5,Positive,Yes,No,Cash,No,5,
VLT100766,Signal Jumping,1854,Uttar Pradesh,2/5/2025,0:14,Truck,Grey,2002,Delhi,52,Female,Commercial,3,Clear,Potholes,OFF8211,Highway Patrol,Expired,3,Yes,N/A,Yellow,100,108,0.35,Positive,No,No,Online,Yes,2,First Violation
VLT100767,Wrong Parking,4620,Tamil Nadu,2/6/2025,16:20,Bus,Red,1995,Delhi,18,Other,Learner,0,Clear,Wet,OFF2538,Highway Patrol,Valid,3,N/A,No,Yellow,30,35,0.13,Positive,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT100768,Using Mobile Phone,1669,West Bengal,2/7/2025,21:10,Car,Green,2013,Karnataka,34,Female,Two-Wheeler,6,Clear,Wet,OFF8310,Local Police,Valid,2,N/A,N/A,Yellow,80,68,0.32,Not Conducted,No,Yes,Cash,No,3,
VLT100769,Wrong Parking,1206,Tamil Nadu,2/8/2025,7:11,Bus,Blue,2010,Uttar Pradesh,49,Other,Learner,3,Clear,Potholes,OFF7995,Traffic Police,Valid,4,No,Yes,Green,100,58,0.37,Not Conducted,No,Yes,Online,Yes,4,First Violation
VLT100770,Drunk Driving,1569,Gujarat,2/9/2025,10:11,Truck,White,2002,Maharashtra,18,Other,Learner,4,Rainy,Slippery,OFF9856,Highway Patrol,Suspended,1,N/A,Yes,Red,40,34,0.27,Negative,No,No,Not Paid,No,3,First Violation
VLT100771,No Helmet,1087,Karnataka,2/10/2025,23:52,Car,Red,2007,Maharashtra,74,Male,Learner,2,Foggy,Under Construction,OFF3757,Local Police,Expired,4,No,No,Red,50,105,0.07,Positive,No,Yes,Online,Yes,2,Fine Paid On Spot
VLT100772,Wrong Parking,221,Maharashtra,2/11/2025,4:52,Car,Grey,2021,Tamil Nadu,38,Other,Commercial,1,Clear,Potholes,OFF8605,Traffic Police,Expired,2,N/A,Yes,Green,40,73,0.47,Not Conducted,No,Yes,Cash,No,0,
VLT100773,No Seatbelt,665,Karnataka,2/12/2025,9:57,Bike,Yellow,1995,Punjab,72,Other,Heavy Vehicle,7,Cloudy,Slippery,OFF1839,Traffic Police,Suspended,4,N/A,No,Yellow,40,23,0.05,Not Conducted,No,Yes,Card,No,1,Fine Paid On Spot
VLT100774,Drunk Driving,822,Gujarat,2/13/2025,10:01,Bike,Blue,1996,Delhi,49,Male,Commercial,6,Dust Storm,Wet,OFF6700,RTO,Valid,3,N/A,Yes,Red,40,68,0.3,Not Conducted,No,No,Card,Yes,1,
VLT100775,Wrong Parking,1088,Karnataka,2/14/2025,16:50,Scooter,Green,2017,Gujarat,59,Other,Commercial,8,Cloudy,Slippery,OFF4188,Highway Patrol,Expired,4,N/A,N/A,Green,50,102,0.15,Positive,Yes,No,Online,Yes,4,Repeat Offender
VLT100776,Drunk Driving,1930,Gujarat,2/15/2025,3:43,Bike,Black,2006,Karnataka,69,Other,Two-Wheeler,8,Dust Storm,Wet,OFF3105,Traffic Police,Suspended,5,Yes,N/A,Green,40,93,0.32,Positive,No,No,Cash,Yes,0,Fine Paid On Spot
VLT100777,Signal Jumping,1779,Gujarat,2/16/2025,18:04,Bus,Blue,2008,West Bengal,35,Other,Four-Wheeler,5,Cloudy,Slippery,OFF8870,Local Police,Suspended,2,Yes,Yes,Green,60,20,0.31,Not Conducted,No,No,Cash,No,4,Repeat Offender
VLT100778,Using Mobile Phone,1602,Karnataka,2/17/2025,5:51,Bike,Grey,2015,Karnataka,34,Male,Commercial,4,Foggy,Wet,OFF5714,Traffic Police,Suspended,3,Yes,Yes,Yellow,80,110,0.29,Not Conducted,Yes,No,Not Paid,No,0,First Violation
VLT100779,Wrong Parking,935,Karnataka,2/18/2025,9:29,Bike,Silver,1997,Tamil Nadu,65,Other,Learner,8,Dust Storm,Wet,OFF4544,Traffic Police,Valid,1,No,No,Red,40,108,0.47,Not Conducted,Yes,No,Online,Yes,5,Repeat Offender
VLT100780,Overloading,1655,Karnataka,2/19/2025,0:09,Bus,Green,1999,Tamil Nadu,72,Other,Four-Wheeler,2,Foggy,Potholes,OFF1914,Local Police,Expired,3,N/A,No,Red,100,30,0.01,Negative,No,No,Card,No,5,Fine Paid On Spot
